;iteration;solutions;fitness
19;20;[74, -483, -101, -395, -295, 61, 53, 424, -226, 326, -459, 446, 81, 205, 148, 456, -64, -145, 10, 461, 105, -19, 411, 124, -443, 326, 171, 426, -279, -380];9543.8900509967
20;21;[231, 5, 219, -345, -62, 308, -282, 353, 125, 403, -310, 252, 327, -119, -243, 179, -319, 222, 136, 8, 51, 492, -334, 180, 456, 38, 366, -200, -101, 125];8374.008413344205
21;22;[336, 331, -371, -49, 84, 347, -96, 146, 251, -75, -232, 161, -470, -196, 375, -448, 306, 110, -484, 418, -416, 165, -344, 308, -480, -38, 157, -429, -22, 87];9420.667658535485
22;23;[465, -370, -166, -205, 133, 214, -478, -253, -165, 251, -319, 98, -261, -331, -25, 326, 252, 88, -237, 492, 32, 27, 36, 96, -39, 12, -397, -291, 286, -355];7840.287157139688
23;24;[81, -429, -305, 175, -295, 469, 299, 96, -131, 244, 168, -98, 500, -420, -435, 268, -17, 446, -219, 324, 72, 3, -300, 141, 201, -139, -499, -351, -38, -278];9165.369746221168
24;25;[-348, 17, 112, 393, 84, 198, 287, -277, 250, -320, 471, 38, -197, -89, -423, -264, 71, 135, 469, 347, 391, -436, 24, 184, 29, 160, 268, -253, 11, 472];8505.099952588205
25;26;[-239, 429, 363, 22, -278, -17, -210, 343, 92, -205, -389, -52, -375, -438, 42, 234, 372, -414, -91, 24, 89, 443, -499, 60, -472, 22, -178, -414, 441, 125];9422.36927922063
26;27;[-113, -63, -456, 177, 87, -169, 108, -472, -300, 257, 425, 368, -368, 190, 442, 331, -91, 95, 248, -460, 32, 263, -483, -306, -330, -469, 344, 104, -287, 233];9727.12526402039
27;28;[404, -144, -275, 242, 440, 441, -205, 194, -114, -496, -165, 471, 27, -13, 66, 6, 447, -181, -433, 396, -374, -335, 427, -453, -94, 92, -353, -95, -128, 199];9274.208481952874
28;29;[106, 283, -144, -437, 49, -480, 222, -388, 284, 489, -252, 146, 413, 308, -38, -146, 495, -370, -288, 324, 111, -491, 105, -318, 171, 149, 157, 113, 383, -157];9662.080666772059
29;30;[-105, -61, 495, -245, -289, -51, -213, 118, -223, -258, -352, -387, -195, -291, -418, -496, -329, -441, -203, 342, -474, -369, -170, -251, 392, 173, 114, 383, 388, 58];9967.890335871178
