;iteration;solutions;fitness
10;11;[-165, 198, -11, -39, 297, 358, -265, -468, -228, 114, 253, 233, 362, -425, -380, -167, -222, 86, -352, -433, 328, -35, 85, 45, 187, -312, -120, 161, -435, -303];546.1822499999689
11;12;[284, -247, 438, 368, -72, -205, -438, 192, -353, -191, 201, 275, -477, 233, 292, 276, 298, 492, 285, -428, -433, -91, -29, -147, 223, 444, -90, 189, -421, -436];735.1860000000336
12;13;[-83, -258, -153, 122, -261, 245, 396, -92, -365, 22, -60, 79, -493, 244, 73, 235, -434, -423, 34, 66, -176, 327, 127, 82, -182, 341, -185, 55, -172, -139];421.24400000007176
13;14;[-179, -415, 258, 231, 453, -471, -387, -492, -451, 354, 320, -476, 333, -222, 166, 25, 66, 498, 69, -278, 254, 481, 238, 454, 74, 460, 339, -21, 383, 141];846.2927499999573
14;15;[-100, -316, -39, 303, -481, -408, 309, -291, -306, 163, 416, -343, -488, 483, 120, -412, -26, -53, 243, -378, -41, 252, 201, -266, -314, 297, 354, 151, -248, -268];675.4174999630909
15;16;[97, -430, -265, 480, -27, -31, -182, 364, -373, 170, -362, -208, -427, 122, 10, 89, 223, -453, 236, 180, -416, 174, -498, 469, -93, 60, -37, -340, -38, -123];593.4842538902875
16;17;[484, -59, 363, 237, 403, -185, -419, -112, 388, 80, 255, -412, 32, 285, -230, 356, -252, 198, -424, 11, 61, 119, -98, -195, -130, 3, -376, 8, 388, 286];551.7042499990326
17;18;[144, 136, 205, 134, -285, -27, 131, 370, -221, 61, 480, 147, 94, 271, -13, 219, 419, -484, 30, 124, 134, -277, -151, -173, -31, -85, 4, -414, 389, -402];460.05925000062723
18;19;[118, -417, -288, -364, 405, -337, 83, -435, -386, -474, -470, -477, 355, -425, -330, 201, -148, 472, 203, 380, -240, 267, 172, -32, 36, 414, -165, -280, -165, -263];780.8794853658289
19;20;[-113, 450, 488, 80, -189, 481, -40, -367, -33, 247, 81, 345, 485, -169, 138, -80, 450, 163, -255, -323, -56, 292, 178, -108, 305, 280, 329, 235, 263, 414];612.4312500000495
20;21;[265, 482, 60, -395, -128, 123, -319, 405, -119, -316, -52, -84, 94, 377, -8, -71, -357, 194, -463, -472, 11, -237, -328, 129, -317, -463, 156, 196, -412, 262];610.5177500015604
21;22;[106, 62, 51, 268, -315, 255, 190, 28, 319, 127, -312, 391, 452, -500, -65, 401, 209, -255, 395, 380, 89, -45, -296, -422, -80, -488, -428, 83, 305, 162];630.1867538204649
22;23;[-191, -493, -18, -203, -410, -395, -368, -248, -474, -24, 341, 132, 368, -290, 394, 110, -90, -202, -143, 468, 239, -393, 214, -449, 175, 308, 95, 23, -184, -108];629.9600000185737
23;24;[371, 91, -14, 381, 278, -47, -299, 44, -51, 73, 214, -79, -47, -359, 238, 286, -493, -392, -203, 350, 52, 465, -495, 70, 180, 313, -343, -69, 182, 135];532.2525000000029
24;25;[-342, -147, 334, 196, -328, -481, 262, 193, -198, 322, 283, 317, -373, -208, -359, 179, -183, -324, -462, -86, 58, 40, -269, -360, -353, 200, 413, 314, 134, 293];626.9932500000214
25;26;[29, 18, -215, 121, -395, -34, 289, -250, 45, 387, -17, 170, 330, 323, 399, 462, 86, 134, -337, 117, 142, -332, -109, -327, 340, -183, 15, -386, 64, -461];513.2062499983506
26;27;[-249, -75, 358, -185, -18, 24, -110, -425, -383, -267, -117, 326, 110, 75, 304, 287, -103, 20, 192, -172, -121, 247, -482, -71, 433, -124, -14, 67, 383, -98];428.1020000016032
27;28;[-459, 172, 475, 456, 256, -471, 230, -445, -323, -208, -90, -105, -411, -379, 101, 492, -377, -114, -159, 223, 62, -384, 481, -173, 101, 171, -436, -228, 473, -101];776.462499868903
28;29;[-159, -222, -181, 288, 69, 163, 375, 321, 221, -196, 212, 393, -158, -176, 85, -118, -164, -126, -488, 397, 209, -288, -131, -497, -163, 482, 202, -150, -298, -283];538.3537500008342
29;30;[-96, 355, 39, -127, -83, 297, -155, -294, 241, 354, -338, -270, -203, -157, -85, 88, 370, 216, -467, 358, -194, -236, -424, 463, 162, 80, -59, 339, -440, 472];599.6334999993728
