;iteration;solutions;fitness
10;11;[-7, -357, -364, -194, -372, 151, 63, -173, 182, 54, 480, -161, 336, 101, -153, 213, -253, 151, -449, -351, -266, 226, 226, -303, 433, -121, -169, 55, -434, 147];8587.859134932394
11;12;[204, -437, -224, 292, 8, -459, -244, -64, 360, 439, 255, 471, 216, -84, -260, -228, 334, 266, 50, 419, -394, -372, -414, 5, 58, 242, -109, -76, -307, 47];9119.893416324241
12;13;[284, 75, -24, 136, -100, -277, 83, -350, 398, 319, 96, 36, 138, 203, -244, -221, 378, 299, 199, -426, 261, 417, -256, 8, -487, -239, 223, -348, 373, 222];8441.749428564855
13;14;[-115, 197, -361, 234, -449, 379, -228, 248, 376, -319, -45, 136, 165, 18, 432, -314, -397, 304, 418, -197, -49, -157, 17, -254, 58, -496, -260, 43, 134, 144];8482.56131926809
14;15;[-183, -79, 61, -201, 67, -122, 268, -345, 117, 371, 31, 444, 257, -231, 393, -310, -393, -373, -46, 41, -221, 343, 133, -342, 393, 410, 366, 196, -123, 68];8421.88648096809
15;16;[-262, -458, 53, 215, 169, -489, 241, 200, 233, 263, -463, -442, -280, -257, 310, -270, -134, 39, 11, 197, -55, -476, -30, -142, 62, 316, 312, -349, -327, -26];8637.152021261089
16;17;[381, -178, 165, 306, -133, 134, 452, -31, 194, -90, 413, 181, -110, 301, -302, -326, 223, -409, -45, 406, -456, 474, -169, -293, 281, 122, -306, -404, -119, 80];9030.754547493676
17;18;[-479, 27, -258, -188, -3, 194, 383, 212, -66, -492, 184, 393, -245, -205, 198, -320, -241, 290, -77, -463, -172, 312, -329, -136, 17, -106, -103, -79, -319, -314];8143.882138411561
18;19;[-132, 77, 442, 438, -390, 174, -415, 29, 387, -8, -381, 137, 355, -153, 226, -319, 127, 498, 41, -133, -411, -276, -480, -296, 313, 479, 462, 455, 312, -247];10565.003379693175
19;20;[461, -169, 444, 499, -386, -415, -203, 157, -124, 336, -158, 478, -235, -195, 295, 408, -243, -192, -135, 396, -495, -395, -285, -273, 494, 110, 353, 413, -493, 386];11100.288530181451
20;21;[56, 365, 109, -243, -167, 438, 151, 408, -435, -115, 491, -175, 157, -350, -195, 439, 473, -381, 416, -12, -106, 148, -63, 29, -23, -75, -434, 162, -416, 122];8917.548091896453
21;22;[-167, -492, -141, -480, -353, -103, 235, 198, -191, -495, -420, -35, 171, 297, 273, -315, 26, 65, -108, 365, 372, 105, 129, -178, 22, -210, -387, -173, 361, 413];8745.524274535277
22;23;[265, -437, -202, -7, 31, 369, -167, 452, 415, 141, -65, -331, -32, 93, -38, -349, 417, 16, -334, 118, -95, -219, -335, -40, -394, -149, -446, -422, 42, -447];8537.078077731408
23;24;[-85, -356, 340, 110, 192, -208, -384, -234, -475, -166, 315, 54, -146, -114, -1, 464, -408, -407, -101, 418, 324, -429, 74, -190, 357, -229, -458, 441, 199, 137];9565.592810600861
24;25;[-429, -48, -7, 347, 464, 487, 85, -149, 315, -287, 61, -420, -153, -436, -173, -96, 226, 216, -118, -173, -6, -450, -344, -432, -348, 323, -18, -392, 408, 198];9274.402044421064
25;26;[232, -311, -194, 195, -399, 483, 319, -386, 343, 437, -490, -256, 385, 347, -93, 23, -152, -264, -126, -153, -441, -286, -409, -8, 224, -302, -247, -165, 58, -378];9494.743443642643
26;27;[-237, 437, -286, 331, 164, 174, -264, 45, -275, 155, -158, 476, 149, -93, 418, 322, 266, -210, -214, -157, 169, -75, -319, 107, 262, 394, -397, -246, 307, -145];8601.74857626271
27;28;[446, 91, -313, 223, -5, 103, 303, 126, -217, 472, 125, -297, 265, -159, -8, 168, -277, 240, 318, -464, 412, 468, -94, 261, -289, 287, -12, -447, -109, -76];8645.284136075996
28;29;[-305, -315, -158, 41, 407, -68, -426, 47, 470, -59, -393, 58, -332, -415, 165, -202, -236, 157, 273, 107, -376, 39, -465, 53, -407, -450, -275, 204, 359, -117];9439.456111768084
29;30;[-39, -255, 127, -283, -231, 321, 358, -123, 480, -227, 252, -355, -190, -2, 138, -404, 20, -158, 431, -232, 18, 280, 154, 484, -44, 473, 329, 13, 195, 78];8654.853881902143
